year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,%_votes
2021,FLORIDA,FL,GULF,12045,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1985,8163,0.24
2021,FLORIDA,FL,HAMILTON,12047,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1963,5830,0.34
2021,FLORIDA,FL,HARDEE,12049,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2298,8485,0.27
2021,FLORIDA,FL,HENDRY,12051,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4929,12940,0.38
2021,FLORIDA,FL,HERNANDO,12053,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37519,108922,0.34
2021,FLORIDA,FL,HIGHLANDS,12055,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16938,52170,0.32
2021,FLORIDA,FL,HILLSBOROUGH,12057,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,376367,712063,0.53
2021,FLORIDA,FL,HOLMES,12059,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,924,9068,0.1
2021,FLORIDA,FL,INDIAN RIVER,12061,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37844,97484,0.39
2021,FLORIDA,FL,JACKSON,12063,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6766,22419,0.3
2021,FLORIDA,FL,JEFFERSON,12065,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3897,8451,0.46
2021,FLORIDA,FL,LAFAYETTE,12067,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,510,3658,0.14
2021,FLORIDA,FL,LAKE,12069,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,83505,211314,0.4
2021,FLORIDA,FL,LEE,12071,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,157695,393899,0.4
2021,FLORIDA,FL,LEON,12073,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,103517,162929,0.64
2021,FLORIDA,FL,LEVY,12075,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6205,23145,0.27
2021,FLORIDA,FL,LIBERTY,12077,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,694,3561,0.19
2021,FLORIDA,FL,MADISON,12079,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3747,9380,0.4
2021,FLORIDA,FL,MANATEE,12081,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,90166,216958,0.42
2021,FLORIDA,FL,MARION,12083,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,74858,204376,0.37
2021,FLORIDA,FL,MARTIN,12085,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,36893,98726,0.37
2021,FLORIDA,FL,MIAMI-DADE,12086,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,617864,1156816,0.53
2021,FLORIDA,FL,MONROE,12087,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,21881,48029,0.46
2021,FLORIDA,FL,NASSAU,12089,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15564,58811,0.26
2021,FLORIDA,FL,OKALOOSA,12091,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,34248,116373,0.29
2021,FLORIDA,FL,OKEECHOBEE,12093,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4390,15954,0.28
2021,FLORIDA,FL,ORANGE,12095,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,395014,647403,0.61
2021,FLORIDA,FL,OSCEOLA,12097,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,97297,172436,0.56
2021,FLORIDA,FL,PALM BEACH,12099,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,433572,773158,0.56
2021,FLORIDA,FL,PASCO,12101,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,119073,301970,0.39
2021,FLORIDA,FL,PINELLAS,12103,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,277450,559715,0.5
2021,FLORIDA,FL,POLK,12105,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,145049,343256,0.42
2021,FLORIDA,FL,PUTNAM,12107,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10527,36373,0.29
2021,FLORIDA,FL,ST. JOHNS,12109,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,63850,176622,0.36
2021,FLORIDA,FL,ST. LUCIE,12111,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,84137,172169,0.49
2021,FLORIDA,FL,SANTA ROSA,12113,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27612,106928,0.26
2021,FLORIDA,FL,SARASOTA,12115,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,120110,270575,0.44
2021,FLORIDA,FL,SEMINOLE,12117,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,132528,260815,0.51
2021,FLORIDA,FL,SUMTER,12119,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,29341,92485,0.32
2021,FLORIDA,FL,SUWANNEE,12121,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4485,21057,0.21
2021,FLORIDA,FL,TAYLOR,12123,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2299,10127,0.23
2021,FLORIDA,FL,UNION,12125,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1053,6245,0.17
2021,FLORIDA,FL,VOLUSIA,12127,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,130575,307439,0.42
2021,FLORIDA,FL,WAKULLA,12129,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5351,18404,0.29
2021,FLORIDA,FL,WALTON,12131,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10338,43711,0.24
2021,FLORIDA,FL,WASHINGTON,12133,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2347,12327,0.19
